"Data","Hora.Chegada","Chamada","Hora.Chamada","Guiche","Tempo.Espera","arrivalTimestamp","servStartTimestamp","turno","Tipo","waitingTime","servDuration","timediff"
"2016/02/10","18:14:59","A157","18:16:34","2","1",2016-02-10 18:14:59,2016-02-10 18:16:34,"3","A",95,1427,63
"2016/02/10","18:16:52","A158","18:17:05","3","0",2016-02-10 18:16:52,2016-02-10 18:17:05,"3","A",13,2691,113
"2016/02/10","18:17:12","A159","18:18:08","4","0",2016-02-10 18:17:12,2016-02-10 18:18:08,"3","A",56,82,20
"2016/02/10","18:17:56","A160","18:19:30","4","1",2016-02-10 18:17:56,2016-02-10 18:19:30,"3","A",94,511,44
"2016/02/10","18:18:09","A161","18:20:25","1","2",2016-02-10 18:18:09,2016-02-10 18:20:25,"3","A",136,133,13
"2016/02/10","18:18:33","A162","18:21:46","9","3",2016-02-10 18:18:33,2016-02-10 18:21:46,"3","A",193,24,24
"2016/02/10","18:18:40","A163","18:22:10","9","3",2016-02-10 18:18:40,2016-02-10 18:22:10,"3","A",210,133,7
"2016/02/10","18:21:04","A164","18:22:38","1","1",2016-02-10 18:21:04,2016-02-10 18:22:38,"3","A",94,400,144
"2016/02/10","18:22:12","E017","18:22:23","16","0",2016-02-10 18:22:12,2016-02-10 18:22:23,"3","E",11,388,68
"2016/02/10","18:22:48","A165","18:24:23","9","1",2016-02-10 18:22:48,2016-02-10 18:24:23,"3","A",95,2983,36
"2016/02/10","18:24:42","A166","18:28:01","4","3",2016-02-10 18:24:42,2016-02-10 18:28:01,"3","A",199,856,114
"2016/02/10","18:24:52","A167","18:29:18","1","4",2016-02-10 18:24:52,2016-02-10 18:29:18,"3","A",266,368,10
"2016/02/10","18:25:26","A168","18:30:40","5","5",2016-02-10 18:25:26,2016-02-10 18:30:40,"3","A",314,19,34
"2016/02/10","18:25:59","EP007","18:28:51","16","2",2016-02-10 18:25:59,2016-02-10 18:28:51,"3","EP",172,1166,33
"2016/02/10","18:26:21","A169","18:30:59","5","4",2016-02-10 18:26:21,2016-02-10 18:30:59,"3","A",278,351,22
"2016/02/10","18:28:19","A170","18:35:26","1","7",2016-02-10 18:28:19,2016-02-10 18:35:26,"3","A",427,390,118
"2016/02/10","18:29:22","A171","18:36:50","5","7",2016-02-10 18:29:22,2016-02-10 18:36:50,"3","A",448,130,63
"2016/02/10","18:31:17","A172","18:39:00","5","7",2016-02-10 18:31:17,2016-02-10 18:39:00,"3","A",463,2485,115
"2016/02/10","18:31:21","A173","18:39:23","8","8",2016-02-10 18:31:21,2016-02-10 18:39:23,"3","A",482,713,4
"2016/02/10","18:34:44","A174","18:40:21","2","5",2016-02-10 18:34:44,2016-02-10 18:40:21,"3","A",337,2116,203
"2016/02/10","18:35:54","A175","18:41:56","1","6",2016-02-10 18:35:54,2016-02-10 18:41:56,"3","A",362,325,70
"2016/02/10","18:37:26","A176","18:42:17","4","4",2016-02-10 18:37:26,2016-02-10 18:42:17,"3","A",291,289,92
"2016/02/10","18:39:06","E018","18:53:41","16","14",2016-02-10 18:39:06,2016-02-10 18:53:41,"3","E",875,62,100
"2016/02/10","18:39:40","A177","18:47:06","4","7",2016-02-10 18:39:40,2016-02-10 18:47:06,"3","A",446,102,34
"2016/02/10","18:43:48","EP008","18:48:17","16","4",2016-02-10 18:43:48,2016-02-10 18:48:17,"3","EP",269,324,248
"2016/02/10","18:46:11","A178","18:47:21","1","1",2016-02-10 18:46:11,2016-02-10 18:47:21,"3","A",70,375,143
"2016/02/10","18:47:56","E019","18:54:43","16","6",2016-02-10 18:47:56,2016-02-10 18:54:43,"3","E",407,2563,105
"2016/02/10","18:48:08","A179","18:48:48","4","0",2016-02-10 18:48:08,2016-02-10 18:48:48,"3","A",40,750,12
"2016/02/10","18:51:03","A180","18:51:16","8","0",2016-02-10 18:51:03,2016-02-10 18:51:16,"3","A",13,914,175
"2016/02/10","18:51:11","A181","18:53:36","1","2",2016-02-10 18:51:11,2016-02-10 18:53:36,"3","A",145,1434,8
"2016/02/10","18:54:45","A182","19:01:18","4","6",2016-02-10 18:54:45,2016-02-10 19:01:18,"3","A",393,1462,214
"2016/02/10","18:54:51","A183","19:01:56","3","7",2016-02-10 18:54:51,2016-02-10 19:01:56,"3","A",425,297,6
"2016/02/10","18:56:19","A184","19:06:30","8","10",2016-02-10 18:56:19,2016-02-10 19:06:30,"3","A",611,128,88
"2016/02/11","18:00:54","A097","18:01:03","9","0",2016-02-11 18:00:54,2016-02-11 18:01:03,"3","A",9,96,435
"2016/02/11","18:01:35","E010","18:02:39","9","1",2016-02-11 18:01:35,2016-02-11 18:02:39,"3","E",64,403,41
"2016/02/11","18:04:23","A098","18:04:25","4","0",2016-02-11 18:04:23,2016-02-11 18:04:25,"3","A",2,869,168
"2016/02/11","18:06:06","A099","18:06:34","5","0",2016-02-11 18:06:06,2016-02-11 18:06:34,"3","A",28,67,103
"2016/02/11","18:06:23","A100","18:07:41","5","1",2016-02-11 18:06:23,2016-02-11 18:07:41,"3","A",78,820,17
"2016/02/11","18:09:11","A101","18:09:22","9","0",2016-02-11 18:09:11,2016-02-11 18:09:22,"3","A",11,13,168
"2016/02/11","18:09:14","E011","18:09:35","9","0",2016-02-11 18:09:14,2016-02-11 18:09:35,"3","E",21,410,3
"2016/02/11","18:10:33","A102","18:11:01","8","0",2016-02-11 18:10:33,2016-02-11 18:11:01,"3","A",28,1566,79
"2016/02/11","18:16:14","A103","18:16:25","9","0",2016-02-11 18:16:14,2016-02-11 18:16:25,"3","A",11,88,341
"2016/02/11","18:17:50","A104","18:17:53","9","0",2016-02-11 18:17:50,2016-02-11 18:17:53,"3","A",3,1062,96
"2016/02/11","18:18:47","A105","18:18:54","4","0",2016-02-11 18:18:47,2016-02-11 18:18:54,"3","A",7,575,57
"2016/02/11","18:20:41","A106","18:21:21","5","0",2016-02-11 18:20:41,2016-02-11 18:21:21,"3","A",40,2464,114
"2016/02/11","18:27:56","A107","18:28:07","3","0",2016-02-11 18:27:56,2016-02-11 18:28:07,"3","A",11,100,435
"2016/02/11","18:28:22","A108","18:28:29","4","0",2016-02-11 18:28:22,2016-02-11 18:28:29,"3","A",7,327,26
"2016/02/11","18:28:31","A109","18:29:47","3","1",2016-02-11 18:28:31,2016-02-11 18:29:47,"3","A",76,641,9
"2016/02/11","18:29:23","A110","18:33:56","4","4",2016-02-11 18:29:23,2016-02-11 18:33:56,"3","A",273,78,52
"2016/02/11","18:29:34","A111","18:35:14","4","5",2016-02-11 18:29:34,2016-02-11 18:35:14,"3","A",340,101,11
"2016/02/11","18:30:27","A112","18:35:35","9","5",2016-02-11 18:30:27,2016-02-11 18:35:35,"3","A",308,677,53
"2016/02/11","18:34:32","A113","18:36:55","4","2",2016-02-11 18:34:32,2016-02-11 18:36:55,"3","A",143,331,245
"2016/02/11","18:36:22","A114","18:37:07","8","0",2016-02-11 18:36:22,2016-02-11 18:37:07,"3","A",45,1021,110
"2016/02/11","18:40:08","A115","18:40:28","3","0",2016-02-11 18:40:08,2016-02-11 18:40:28,"3","A",20,1875,226
"2016/02/11","18:41:01","A116","18:42:26","4","1",2016-02-11 18:41:01,2016-02-11 18:42:26,"3","A",85,1553,53
"2016/02/11","18:41:06","A117","18:42:42","7","1",2016-02-11 18:41:06,2016-02-11 18:42:42,"3","A",96,598,5
"2016/02/11","18:43:41","A118","18:44:32","6","0",2016-02-11 18:43:41,2016-02-11 18:44:32,"3","A",51,353,155
"2016/02/11","18:45:17","EP003","18:45:39","16","0",2016-02-11 18:45:17,2016-02-11 18:45:39,"3","EP",22,13,96
"2016/02/11","18:45:23","E012","18:45:52","16","0",2016-02-11 18:45:23,2016-02-11 18:45:52,"3","E",29,568,6
"2016/02/11","18:46:46","A119","18:46:52","9","0",2016-02-11 18:46:46,2016-02-11 18:46:52,"3","A",6,859,83
"2016/02/11","18:50:06","A120","18:50:25","6","0",2016-02-11 18:50:06,2016-02-11 18:50:25,"3","A",19,1645,200
"2016/02/11","18:52:30","A121","18:52:40","7","0",2016-02-11 18:52:30,2016-02-11 18:52:40,"3","A",10,709,144
"2016/02/11","18:53:37","E013","18:55:20","16","1",2016-02-11 18:53:37,2016-02-11 18:55:20,"3","E",103,479,67
"2016/02/11","18:54:03","A122","18:54:08","8","0",2016-02-11 18:54:03,2016-02-11 18:54:08,"3","A",5,683,26
"2016/02/12","18:03:00","A097","18:03:02","8","0",2016-02-12 18:03:00,2016-02-12 18:03:02,"3","A",2,645,451
"2016/02/12","18:12:03","A098","18:12:14","5","0",2016-02-12 18:12:03,2016-02-12 18:12:14,"3","A",11,147,543
"2016/02/12","18:13:39","A099","18:13:47","8","0",2016-02-12 18:13:39,2016-02-12 18:13:47,"3","A",8,2771,96
"2016/02/12","18:14:20","A100","18:14:41","5","0",2016-02-12 18:14:20,2016-02-12 18:14:41,"3","A",21,276,41
"2016/02/12","18:16:24","A101","18:17:27","4","1",2016-02-12 18:16:24,2016-02-12 18:17:27,"3","A",63,748,124
"2016/02/12","18:18:48","A102","18:19:17","5","0",2016-02-12 18:18:48,2016-02-12 18:19:17,"3","A",29,3317,144
"2016/02/12","18:25:50","A103","18:26:17","9","0",2016-02-12 18:25:50,2016-02-12 18:26:17,"3","A",27,477,385
"2016/02/12","18:29:19","A104","18:29:31","3","0",2016-02-12 18:29:19,2016-02-12 18:29:31,"3","A",12,614,209
"2016/02/12","18:29:48","A105","18:29:55","4","0",2016-02-12 18:29:48,2016-02-12 18:29:55,"3","A",7,256,29
"2016/02/12","18:33:36","A106","18:34:11","4","0",2016-02-12 18:33:36,2016-02-12 18:34:11,"3","A",35,706,228
"2016/02/12","18:33:49","A107","18:34:14","9","0",2016-02-12 18:33:49,2016-02-12 18:34:14,"3","A",25,1139,13
"2016/02/12","18:39:36","A109","18:39:45","3","0",2016-02-12 18:39:36,2016-02-12 18:39:45,"3","A",9,1347,247
"2016/02/12","18:45:49","A110","18:45:57","4","0",2016-02-12 18:45:49,2016-02-12 18:45:57,"3","A",8,1945,373
"2016/02/12","18:53:10","A111","18:53:13","9","0",2016-02-12 18:53:10,2016-02-12 18:53:13,"3","A",3,808,441
"2016/02/12","18:59:50","A112","18:59:58","8","0",2016-02-12 18:59:50,2016-02-12 18:59:58,"3","A",8,1064,400
"2016/02/15","18:03:47","A123","18:04:07","9","0",2016-02-15 18:03:47,2016-02-15 18:04:07,"3","A",20,478,510
"2016/02/15","18:05:22","A124","18:05:24","5","0",2016-02-15 18:05:22,2016-02-15 18:05:24,"3","A",2,935,95
"2016/02/15","18:09:28","A125","18:09:39","3","0",2016-02-15 18:09:28,2016-02-15 18:09:39,"3","A",11,397,246
"2016/02/15","18:11:56","A126","18:12:05","9","0",2016-02-15 18:11:56,2016-02-15 18:12:05,"3","A",9,2963,148
"2016/02/15","18:12:43","A127","18:12:48","4","0",2016-02-15 18:12:43,2016-02-15 18:12:48,"3","A",5,324,47
"2016/02/15","18:15:59","A128","18:16:16","3","0",2016-02-15 18:15:59,2016-02-15 18:16:16,"3","A",17,2232,196
"2016/02/15","18:18:02","A129","18:18:12","4","0",2016-02-15 18:18:02,2016-02-15 18:18:12,"3","A",10,86,123
"2016/02/15","18:19:17","A130","18:19:38","4","0",2016-02-15 18:19:17,2016-02-15 18:19:38,"3","A",21,476,75
"2016/02/15","18:19:39","A131","18:20:59","5","1",2016-02-15 18:19:39,2016-02-15 18:20:59,"3","A",80,743,22
"2016/02/15","18:19:44","A132","18:21:09","7","1",2016-02-15 18:19:44,2016-02-15 18:21:09,"3","A",85,395,5
"2016/02/15","18:22:05","A133","18:27:34","4","5",2016-02-15 18:22:05,2016-02-15 18:27:34,"3","A",329,284,141
"2016/02/15","18:22:21","A134","18:27:44","7","5",2016-02-15 18:22:21,2016-02-15 18:27:44,"3","A",323,307,16
"2016/02/15","18:22:26","A135","18:32:18","4","9",2016-02-15 18:22:26,2016-02-15 18:32:18,"3","A",592,291,5
"2016/02/15","18:22:32","A136","18:32:51","7","10",2016-02-15 18:22:32,2016-02-15 18:32:51,"3","A",619,114,6
"2016/02/15","18:25:42","A137","18:33:22","5","7",2016-02-15 18:25:42,2016-02-15 18:33:22,"3","A",460,134,190
"2016/02/15","18:28:03","A138","18:33:41","6","5",2016-02-15 18:28:03,2016-02-15 18:33:41,"3","A",338,1179,141
"2016/02/15","18:28:54","A139","18:34:45","7","5",2016-02-15 18:28:54,2016-02-15 18:34:45,"3","A",351,698,51
"2016/02/15","18:29:47","A140","18:35:36","5","5",2016-02-15 18:29:47,2016-02-15 18:35:36,"3","A",349,3162,53
"2016/02/15","18:32:36","A141","18:37:09","4","4",2016-02-15 18:32:36,2016-02-15 18:37:09,"3","A",273,433,169
"2016/02/15","18:44:15","A142","18:44:22","4","0",2016-02-15 18:44:15,2016-02-15 18:44:22,"3","A",7,173,699
"2016/02/15","18:44:58","E011","18:45:11","8","0",2016-02-15 18:44:58,2016-02-15 18:45:11,"3","E",13,730,43
"2016/02/15","18:46:14","A143","18:46:23","7","0",2016-02-15 18:46:14,2016-02-15 18:46:23,"3","A",9,971,76
"2016/02/15","18:47:12","A144","18:47:15","4","0",2016-02-15 18:47:12,2016-02-15 18:47:15,"3","A",3,577,58
"2016/02/15","18:47:36","A145","18:53:20","6","5",2016-02-15 18:47:36,2016-02-15 18:53:20,"3","A",344,2977,24
"2016/02/15","18:48:36","A146","18:53:28","3","4",2016-02-15 18:48:36,2016-02-15 18:53:28,"3","A",292,1308,60
"2016/02/15","18:51:04","A147","18:56:52","4","5",2016-02-15 18:51:04,2016-02-15 18:56:52,"3","A",348,24,148
"2016/02/15","18:54:01","A148","18:57:16","4","3",2016-02-15 18:54:01,2016-02-15 18:57:16,"3","A",195,425,177
"2016/02/15","18:54:11","A149","18:57:21","8","3",2016-02-15 18:54:11,2016-02-15 18:57:21,"3","A",190,25,10
"2016/02/15","18:57:39","A150","18:57:46","8","0",2016-02-15 18:57:39,2016-02-15 18:57:46,"3","A",7,185,208
"2016/02/16","18:01:10","A140","18:03:07","5","1",2016-02-16 18:01:10,2016-02-16 18:03:07,"3","A",117,777,173
"2016/02/16","18:02:37","A141","18:03:50","8","1",2016-02-16 18:02:37,2016-02-16 18:03:50,"3","A",73,1595,87
"2016/02/16","18:03:23","A142","18:07:01","3","3",2016-02-16 18:03:23,2016-02-16 18:07:01,"3","A",218,466,46
"2016/02/16","18:05:20","A143","18:13:37","4","8",2016-02-16 18:05:20,2016-02-16 18:13:37,"3","A",497,553,117
"2016/02/16","18:05:33","E015","18:12:10","16","6",2016-02-16 18:05:33,2016-02-16 18:12:10,"3","E",397,2741,13
"2016/02/16","18:05:39","A144","18:14:47","3","9",2016-02-16 18:05:39,2016-02-16 18:14:47,"3","A",548,165,6
"2016/02/16","18:06:46","A145","18:16:04","5","9",2016-02-16 18:06:46,2016-02-16 18:16:04,"3","A",558,571,67
"2016/02/16","18:09:58","A146","18:17:32","3","7",2016-02-16 18:09:58,2016-02-16 18:17:32,"3","A",454,615,192
"2016/02/16","18:10:12","A147","18:22:50","4","12",2016-02-16 18:10:12,2016-02-16 18:22:50,"3","A",758,677,14
"2016/02/16","18:12:39","A148","18:25:35","5","12",2016-02-16 18:12:39,2016-02-16 18:25:35,"3","A",776,747,147
"2016/02/16","18:15:39","A149","18:27:47","3","12",2016-02-16 18:15:39,2016-02-16 18:27:47,"3","A",728,363,180
"2016/02/16","18:18:50","A150","18:29:15","2","10",2016-02-16 18:18:50,2016-02-16 18:29:15,"3","A",625,764,191
"2016/02/16","18:22:12","A151","18:30:25","8","8",2016-02-16 18:22:12,2016-02-16 18:30:25,"3","A",493,378,202
"2016/02/16","18:22:24","A152","18:33:50","3","11",2016-02-16 18:22:24,2016-02-16 18:33:50,"3","A",686,381,12
"2016/02/16","18:28:04","A153","18:34:07","4","6",2016-02-16 18:28:04,2016-02-16 18:34:07,"3","A",363,257,340
"2016/02/16","18:30:31","A154","18:36:43","8","6",2016-02-16 18:30:31,2016-02-16 18:36:43,"3","A",372,1265,147
"2016/02/16","18:32:09","A155","18:36:59","6","4",2016-02-16 18:32:09,2016-02-16 18:36:59,"3","A",290,527,98
"2016/02/16","18:32:35","A156","18:38:02","5","5",2016-02-16 18:32:35,2016-02-16 18:38:02,"3","A",327,885,26
"2016/02/16","18:32:48","A157","18:38:24","4","5",2016-02-16 18:32:48,2016-02-16 18:38:24,"3","A",336,130,13
"2016/02/16","18:33:09","A158","18:40:11","3","7",2016-02-16 18:33:09,2016-02-16 18:40:11,"3","A",422,202,21
"2016/02/16","18:33:34","A159","18:40:34","4","7",2016-02-16 18:33:34,2016-02-16 18:40:34,"3","A",420,133,25
"2016/02/16","18:36:23","A160","18:41:59","7","5",2016-02-16 18:36:23,2016-02-16 18:41:59,"3","A",336,2109,169
"2016/02/16","18:41:15","A162","18:42:47","4","1",2016-02-16 18:41:15,2016-02-16 18:42:47,"3","A",92,708,170
"2016/02/16","18:42:51","A163","18:43:33","3","0",2016-02-16 18:42:51,2016-02-16 18:43:33,"3","A",42,331,96
"2016/02/16","18:43:08","A164","18:45:46","6","2",2016-02-16 18:43:08,2016-02-16 18:45:46,"3","A",158,2721,17
"2016/02/16","18:43:18","A165","18:49:04","3","5",2016-02-16 18:43:18,2016-02-16 18:49:04,"3","A",346,193,10
"2016/02/16","18:49:27","A166","18:50:36","9","1",2016-02-16 18:49:27,2016-02-16 18:50:36,"3","A",69,632,369
"2016/02/16","18:49:31","E016","18:57:59","16","8",2016-02-16 18:49:31,2016-02-16 18:57:59,"3","E",508,367,4
"2016/02/16","18:51:25","A167","18:52:17","3","0",2016-02-16 18:51:25,2016-02-16 18:52:17,"3","A",52,2656,114
"2016/02/16","18:51:50","EP006","18:57:51","16","6",2016-02-16 18:51:50,2016-02-16 18:57:51,"3","EP",361,8,25
"2016/02/16","18:52:10","A168","18:52:47","5","0",2016-02-16 18:52:10,2016-02-16 18:52:47,"3","A",37,35,20
"2016/02/16","18:52:44","A169","18:53:22","5","0",2016-02-16 18:52:44,2016-02-16 18:53:22,"3","A",38,1389,34
"2016/02/16","18:53:31","E017","19:04:14","16","10",2016-02-16 18:53:31,2016-02-16 19:04:14,"3","E",643,617,47
"2016/02/16","18:54:23","A170","18:54:35","4","0",2016-02-16 18:54:23,2016-02-16 18:54:35,"3","A",12,417,52
"2016/02/16","18:54:50","E018","19:14:31","16","19",2016-02-16 18:54:50,2016-02-16 19:14:31,"3","E",1181,41,27
"2016/02/16","18:57:44","A171","18:57:48","8","0",2016-02-16 18:57:44,2016-02-16 18:57:48,"3","A",4,992,174
"2016/02/16","18:58:25","E019","19:15:12","16","16",2016-02-16 18:58:25,2016-02-16 19:15:12,"3","E",1007,469,41
"2016/02/18","18:00:27","A271","18:14:29","9","14",2016-02-18 18:00:27,2016-02-18 18:14:29,"3","A",842,396,252
"2016/02/18","18:01:58","A272","18:14:49","8","12",2016-02-18 18:01:58,2016-02-18 18:14:49,"3","A",771,535,91
"2016/02/18","18:02:51","A273","18:16:02","5","13",2016-02-18 18:02:51,2016-02-18 18:16:02,"3","A",791,355,53
"2016/02/18","18:03:47","A274","18:16:40","7","12",2016-02-18 18:03:47,2016-02-18 18:16:40,"3","A",773,437,56
"2016/02/18","18:04:04","A275","18:17:56","6","13",2016-02-18 18:04:04,2016-02-18 18:17:56,"3","A",832,222,17
"2016/02/18","18:05:06","A276","18:21:05","9","15",2016-02-18 18:05:06,2016-02-18 18:21:05,"3","A",959,1475,62
"2016/02/18","18:05:13","A277","18:21:38","6","16",2016-02-18 18:05:13,2016-02-18 18:21:38,"3","A",985,327,7
"2016/02/18","18:06:08","A278","18:21:57","5","15",2016-02-18 18:06:08,2016-02-18 18:21:57,"3","A",949,29,55
"2016/02/18","18:06:19","A279","18:22:26","5","16",2016-02-18 18:06:19,2016-02-18 18:22:26,"3","A",967,310,11
"2016/02/18","18:06:43","A280","18:23:44","8","17",2016-02-18 18:06:43,2016-02-18 18:23:44,"3","A",1021,1574,24
"2016/02/18","18:07:03","A281","18:23:57","7","16",2016-02-18 18:07:03,2016-02-18 18:23:57,"3","A",1014,39,20
"2016/02/18","18:08:04","A282","18:24:36","7","16",2016-02-18 18:08:04,2016-02-18 18:24:36,"3","A",992,382,61
"2016/02/18","18:10:33","A283","18:24:42","4","14",2016-02-18 18:10:33,2016-02-18 18:24:42,"3","A",849,317,149
"2016/02/18","18:11:07","A284","18:27:05","6","15",2016-02-18 18:11:07,2016-02-18 18:27:05,"3","A",958,15,34
"2016/02/18","18:11:40","A285","18:27:20","6","15",2016-02-18 18:11:40,2016-02-18 18:27:20,"3","A",940,11,33
"2016/02/18","18:12:23","A286","18:27:31","6","15",2016-02-18 18:12:23,2016-02-18 18:27:31,"3","A",908,295,43
"2016/02/18","18:12:50","A287","18:27:36","5","14",2016-02-18 18:12:50,2016-02-18 18:27:36,"3","A",886,430,27
"2016/02/18","18:13:40","A288","18:29:59","4","16",2016-02-18 18:13:40,2016-02-18 18:29:59,"3","A",979,128,50
"2016/02/18","18:14:06","A289","18:30:58","7","16",2016-02-18 18:14:06,2016-02-18 18:30:58,"3","A",1012,471,26
"2016/02/18","18:15:03","A290","18:32:07","4","17",2016-02-18 18:15:03,2016-02-18 18:32:07,"3","A",1024,155,57
"2016/02/18","18:15:07","A291","18:32:26","6","17",2016-02-18 18:15:07,2016-02-18 18:32:26,"3","A",1039,878,4
"2016/02/18","18:15:11","A292","18:34:42","4","19",2016-02-18 18:15:11,2016-02-18 18:34:42,"3","A",1171,207,4
"2016/02/18","18:16:48","A293","18:34:46","5","17",2016-02-18 18:16:48,2016-02-18 18:34:46,"3","A",1078,320,97
"2016/02/18","18:16:54","A294","18:35:54","3","19",2016-02-18 18:16:54,2016-02-18 18:35:54,"3","A",1140,244,6
"2016/02/18","18:17:03","A295","18:38:09","4","21",2016-02-18 18:17:03,2016-02-18 18:38:09,"3","A",1266,254,9
"2016/02/18","18:17:22","A296","18:38:49","7","21",2016-02-18 18:17:22,2016-02-18 18:38:49,"3","A",1287,787,19
"2016/02/18","18:17:54","A297","18:39:58","3","22",2016-02-18 18:17:54,2016-02-18 18:39:58,"3","A",1324,247,32
"2016/02/18","18:18:09","A298","18:40:06","5","21",2016-02-18 18:18:09,2016-02-18 18:40:06,"3","A",1317,632,15
"2016/02/18","18:18:14","A299","18:42:23","4","24",2016-02-18 18:18:14,2016-02-18 18:42:23,"3","A",1449,147,5
"2016/02/18","18:20:03","A300","18:44:05","3","24",2016-02-18 18:20:03,2016-02-18 18:44:05,"3","A",1442,20,109
"2016/02/18","18:20:08","A301","18:44:25","3","24",2016-02-18 18:20:08,2016-02-18 18:44:25,"3","A",1457,191,5
"2016/02/18","18:20:40","A302","18:44:50","4","24",2016-02-18 18:20:40,2016-02-18 18:44:50,"3","A",1450,261,32
